index;link;names_surnames;nickname;date_of_birth;place_of_birth;height;profession;famous_movie;number_of_acts;oscars;star_sign
555;https://www.imdb.com/name/nm0001329?ref_=nmls_hd;Nigel Hawthorne;;April 5, 1929;Coventry, Warwickshire, England, UK;1.8;Actor;The Madness of King George;115;1;Aries
554;https://www.imdb.com/name/nm0252961?ref_=nmls_hd;Idris Elba;DJ Big Driis;September 6, 1972;Hackney, London, England, UK;1.8;Actor;Beasts of No Nation;100;1;Virgo
553;https://www.imdb.com/name/nm0000671?ref_=nmls_hd;Billy Bob Thornton;;August 4, 1955;Hot Springs, Arkansas, USA;1.8;Actor;Sling Blade;95;1;Leo
552;https://www.imdb.com/name/nm0000437?ref_=nmls_hd;Woody Harrelson;;July 23, 1961;Midland, Texas, USA;1.7;Actor;True Detective;104;3;Leo
551;https://www.imdb.com/name/nm0001228?ref_=nmls_hd;Peter Fonda;;February 23, 1940;New York City, New York, USA;1.8;Actor;Easy Rider;117;2;Pisces
550;https://www.imdb.com/name/nm1200692?ref_=nmls_hd;Eva Green;;July 6, 1980;Paris, France;1.7;Actress;Casino Royale;29;1;Cancer
549;https://www.imdb.com/name/nm0004754?ref_=nmls_hd;Jessica Biel;Jesse;March 3, 1982;Ely, Minnesota, USA;1.7;Actress;The Illusionist;47;1;Pisces
548;https://www.imdb.com/name/nm1192254?ref_=nmls_hd;Maggie Grace;;September 21, 1983;Columbus, Ohio, USA;1.7;Actress;Taken;50;15;Virgo
547;https://www.imdb.com/name/nm0515116?ref_=nmls_hd;Blake Lively;;August 25, 1987;Tarzana, Los Angeles, California, USA;1.7;Actress;Gossip Girl;26;823;Virgo
546;https://www.imdb.com/name/nm0636426?ref_=nmls_hd;Noomi Rapace;;December 28, 1979;Hudiksvall, Gävleborgs län, Sweden;1.6;Actress;Män som hatar kvinnor;50;1;Capricorn
544;https://www.imdb.com/name/nm1404408?ref_=nmls_hd;Alice Eve;;February 6, 1982;London, England, UK;1.6;Actress;Before We Go;47;1;Aquarius
545;https://www.imdb.com/name/nm1512166?ref_=nmls_hd;Jamie Chung;;April 10, 1983;San Francisco, California, USA;1.6;Actress;Big Hero 6;60;54;Aries
543;https://www.imdb.com/name/nm1130627?ref_=nmls_hd;Cobie Smulders;;April 3, 1982;Vancouver, British Columbia, Canada;1.7;Actress;The Avengers;51;2;Aries
542;https://www.imdb.com/name/nm2934314?ref_=nmls_hd;Lily Collins;;March 18, 1989;Guildford, Surrey, England, UK;1.6;Actress;The Mortal Instruments: City of Bones;28;2;Pisces
541;https://www.imdb.com/name/nm2584600?ref_=nmls_hd;Julianne Hough;Jules;July 20, 1988;Salt Lake City, Utah, USA;1.6;Actress;Rock of Ages;17;1;Cancer
540;https://www.imdb.com/name/nm0544718?ref_=nmls_hd;Kate Mara;;February 27, 1983;Bedford, New York, USA;1.5;Actress;Fantastic Four;66;1;Pisces
539;https://www.imdb.com/name/nm0811242?ref_=nmls_hd;Brittany Snow;Britt;March 9, 1986;Tampa, Florida, USA;1.6;Actress;Pitch Perfect;59;613;Pisces
538;https://www.imdb.com/name/nm1754059?ref_=nmls_hd;Natalie Dormer;;February 11, 1982;Reading, Berkshire, England, UK;1.6;Actress;Game of Thrones;40;28;Aquarius
537;https://www.imdb.com/name/nm0526946?ref_=nmls_hd;Ida Lupino;Little Scout;February 4, 1918;Camberwell, London, England, UK;1.6;Actress;High Sierra;105;3;Aquarius
536;https://www.imdb.com/name/nm0006969?ref_=nmls_hd;Elizabeth Banks;;February 10, 1974;Pittsfield, Massachusetts, USA;1.6;Actress;The Hunger Games;92;3;Aquarius
535;https://www.imdb.com/name/nm1519680?ref_=nmls_hd;Saoirse Ronan;Sersh;April 12, 1994;The Bronx, New York City, New York, USA;1.6;Actress;Hanna;36;4;Aries
534;https://www.imdb.com/name/nm1954240?ref_=nmls_hd;Teresa Palmer;"Tez
                
See more

                »";February 26, 1986;Adelaide, South Australia, Australia;1.6;Actress;Lights Out;34;12;Pisces
533;https://www.imdb.com/name/nm1720028?ref_=nmls_hd;Amber Heard;;April 22, 1986;Austin, Texas, USA;1.7;Actress;Aquaman;50;45;Taurus
532;https://www.imdb.com/name/nm0731075?ref_=nmls_hd;Emma Roberts;Em;February 10, 1991;Rhinebeck, New York, USA;1.5;Actress;We're the Millers;56;626;Aquarius
531;https://www.imdb.com/name/nm2313103?ref_=nmls_hd;Rebel Wilson;"Rebelicious
                
See more

                »";March 2, 1980;Sydney, New South Wales, Australia;1.6;Actress;Pitch Perfect;34;1024;Pisces
530;https://www.imdb.com/name/nm0940362?ref_=nmls_hd;Shailene Woodley;"Shai
                
See more

                »";November 15, 1991;Simi Valley, California, USA;1.7;Actress;Divergent;39;2;Scorpio
529;https://www.imdb.com/name/nm0279545?ref_=nmls_hd;Isla Fisher;;February 3, 1976;Muscat, Oman;1.6;Actress;Wedding Crashers;53;411;Aquarius
528;https://www.imdb.com/name/nm1312575?ref_=nmls_hd;Olivia Wilde;;March 10, 1984;New York City, New York, USA;1.7;Actress;Tron;60;2328;Pisces
527;https://www.imdb.com/name/nm2605345?ref_=nmls_hd;Gemma Arterton;;February 2, 1986;Gravesend, Kent, England, UK;1.7;Actress;Prince of Persia: The Sands of Time;58;214;Aquarius
526;https://www.imdb.com/name/nm1455681?ref_=nmls_hd;AnnaSophia Robb;;December 8, 1993;Denver, Colorado, USA;1.5;Actress;Bridge to Terabithia;33;48;Sagittarius
525;https://www.imdb.com/name/nm0000560?ref_=nmls_hd;Nick Nolte;;February 8, 1941;Omaha, Nebraska, USA;1.8;Actor;Warrior;109;3;Aquarius
524;https://www.imdb.com/name/nm0002070?ref_=nmls_hd;Richard Farnsworth;;September 1, 1920;Los Angeles, California, USA;1.8;Actor;The Straight Story;92;2;Virgo
523;https://www.imdb.com/name/nm0929489?ref_=nmls_hd;Tom Wilkinson;;February 5, 1948;Leeds, West Yorkshire, England, UK;1.8;Actor;Michael Clayton;132;2;Aquarius
522;https://www.imdb.com/name/nm0000146?ref_=nmls_hd;Ralph Fiennes;;December 22, 1962;Ipswich, Suffolk, England, UK;1.8;Actor;The Grand Budapest Hotel;81;2;Capricorn
520;https://www.imdb.com/name/nm0000657?ref_=nmls_hd;David Strathairn;;January 26, 1949;San Francisco, California, USA;1.8;Actor;Good Night, and Good Luck.;136;1;Aquarius
521;https://www.imdb.com/name/nm0005024?ref_=nmls_hd;Terrence Howard;;March 11, 1969;Chicago, Illinois, USA;1.8;Actor;Hustle & Flow;97;1;Pisces
519;https://www.imdb.com/name/nm1519666?ref_=nmls_hd;Eddie Redmayne;;January 6, 1982;London, England, UK;1.8;Actor;Les Misérables;33;1;Capricorn
518;https://www.imdb.com/name/nm0001449?ref_=nmls_hd;Frank Langella;;January 1, 1938;Bayonne, New Jersey, USA;1.8;Actor;Frost/Nixon;102;1;Capricorn
517;https://www.imdb.com/name/nm0000620?ref_=nmls_hd;Mickey Rourke;;September 16, 1952;Schenectady, New York, USA;1.8;Actor;The Wrestler;92;1;Virgo
516;https://www.imdb.com/name/nm0749263?ref_=nmls_hd;Mark Ruffalo;;November 22, 1967;Kenosha, Wisconsin, USA;1.7;Actor;Spotlight;71;3;Sagittarius
515;https://www.imdb.com/name/nm0001602?ref_=nmls_hd;Guy Pearce;Mike from Neighbours;October 5, 1967;Ely, Cambridgeshire, England, UK;1.7;Actor;Memento;82;1;Libra
514;https://www.imdb.com/name/nm0001570?ref_=nmls_hd;Edward Norton;Ed;August 18, 1969;Boston, Massachusetts, USA;1.8;Actor;Motherless Brooklyn;46;3;Leo
513;https://www.imdb.com/name/nm2018237?ref_=nmls_hd;Taylor Kitsch;;April 8, 1981;Kelowna, British Columbia, Canada;1.8;Actor;X-Men Origins: Wolverine;28;310;Aries
512;https://www.imdb.com/name/nm0227759?ref_=nmls_hd;Peter Dinklage;;June 11, 1969;Morristown, New Jersey, USA;1.3;Actor;Game of Thrones;86;1;Gemini
511;https://www.imdb.com/name/nm1089991?ref_=nmls_hd;Tom Hiddleston;Hiddles;February 9, 1981;Westminster, London, England, UK;1.8;Actor;The Avengers;48;1;Aquarius
510;https://www.imdb.com/name/nm2002649?ref_=nmls_hd;Dave Franco;Davy;June 12, 1985;Palo Alto, California, USA;1.7;Actor;Neighbors;56;32;Gemini
509;https://www.imdb.com/name/nm0503567?ref_=nmls_hd;Logan Lerman;Loggie;January 19, 1992;Beverly Hills, California, USA;1.7;Actor;The Perks of Being a Wallflower;30;722;Capricorn
508;https://www.imdb.com/name/nm0881631?ref_=nmls_hd;Karl Urban;;June 7, 1972;Wellington, New Zealand;1.8;Actor;Star Trek;51;812;Gemini
507;https://www.imdb.com/name/nm0908094?ref_=nmls_hd;Paul Walker;;September 12, 1973;Glendale, California, USA;1.9;Actor;The Fast and the Furious;43;712;Virgo
506;https://www.imdb.com/name/nm0124930?ref_=nmls_hd;Gerard Butler;Gerry;November 13, 1969;Paisley, Scotland, UK;1.8;Actor;300;66;417;Scorpio
505;https://www.imdb.com/name/nm0186505?ref_=nmls_hd;Bryan Cranston;Lee Stone;March 7, 1956;Hollywood, California, USA;1.7;Actor;Breaking Bad;160;1;Pisces
504;https://www.imdb.com/name/nm1093951?ref_=nmls_hd;Aaron Taylor-Johnson;;June 13, 1990;High Wycombe, Buckinghamshire, England, UK;1.8;Actor;Kick-Ass;47;1;Gemini
503;https://www.imdb.com/name/nm0396558?ref_=nmls_hd;Nicholas Hoult;Nick;December 7, 1989;Wokingham, Berkshire, England, UK;1.8;Actor;Mad Max: Fury Road;54;1;Sagittarius
502;https://www.imdb.com/name/nm0402271?ref_=nmls_hd;Charlie Hunnam;Charlie;April 10, 1980;Newcastle upon Tyne, Tyne and Wear, England, UK;1.8;Actor;Sons of Anarchy;29;35;Aries
501;https://www.imdb.com/name/nm1500155?ref_=nmls_hd;Robert Pattinson;"Rob
                
See more

                »";May 13, 1986;Barnes, London, England, UK;1.8;Actor;Twilight;38;4875;Taurus
499;https://www.imdb.com/name/nm0192505?ref_=nmls_hd;Kaley Cuoco;;November 30, 1985;Camarillo, California, USA;1.6;Actress;The Big Bang Theory;63;1;Sagittarius
498;https://www.imdb.com/name/nm1020089?ref_=nmls_hd;Sally Hawkins;;April 27, 1976;Dulwich, London, England, UK;1.5;Actress;The Shape of Water;58;2;Taurus
497;https://www.imdb.com/name/nm0820053?ref_=nmls_hd;June Squibb;;November 6, 1929;Vandalia, Illinois, USA;1.5;Actress;Nebraska;90;1;Scorpio
496;https://www.imdb.com/name/nm1325419?ref_=nmls_hd;Kristen Wiig;;August 22, 1973;Canandaigua, New York, USA;1.6;Actress;Bridesmaids;100;1;Leo
495;https://www.imdb.com/name/nm0004950?ref_=nmls_hd;Jennifer Garner;;April 17, 1972;Houston, Texas, USA;1.7;Actress;Alias;64;1;Aries
494;https://www.imdb.com/name/nm1597316?ref_=nmls_hd;Adrianne Palicki;Annie;May 6, 1983;Toledo, Ohio, USA;1.8;Actress;G.I. Joe: Retaliation;45;14;Taurus
493;https://www.imdb.com/name/nm0005253?ref_=nmls_hd;Elisabeth Moss;Lizzie;July 24, 1982;Los Angeles, California, USA;1.6;Actress;The Invisible Man;92;2;Leo
492;https://www.imdb.com/name/nm0757855?ref_=nmls_hd;Zoe Saldana;;June 19, 1978;Passaic, New Jersey, USA;1.7;Actress;Avatar;70;1661;Gemini
491;https://www.imdb.com/name/nm0275486?ref_=nmls_hd;Tina Fey;;May 18, 1970;Upper Darby, Pennsylvania, USA;1.6;Actress;30 Rock;43;2;Taurus
490;https://www.imdb.com/name/nm0565250?ref_=nmls_hd;Melissa McCarthy;;August 26, 1970;Plainfield, Illinois, USA;1.5;Actress;The Heat;61;2;Virgo
489;https://www.imdb.com/name/nm0814216?ref_=nmls_hd;Gale Sondergaard;;February 15, 1899;Litchfield, Minnesota, USA;1.6;Actress;The Mark of Zorro;55;1;Aquarius
488;https://www.imdb.com/name/nm1113550?ref_=nmls_hd;Abigail Breslin;Abbie;April 14, 1996;New York City, New York, USA;1.5;Actress;Little Miss Sunshine;50;1;Aries
487;https://www.imdb.com/name/nm1985859?ref_=nmls_hd;Mia Wasikowska;;October 25, 1989;Canberra, Australian Capital Territory, Australia;1.6;Actress;Stoker;41;741;Scorpio
486;https://www.imdb.com/name/nm2539953?ref_=nmls_hd;Alicia Vikander;;October 3, 1988;Gothenburg, Västra Götalands län, Sweden;1.6;Actress;Ex Machina;45;1;Libra
485;https://www.imdb.com/name/nm0002034?ref_=nmls_hd;Jane Darwell;;October 15, 1879;Palmyra, Missouri, USA;1.6;Actress;The Grapes of Wrath;212;1;Libra
484;https://www.imdb.com/name/nm0000802?ref_=nmls_hd;Mary Astor;"The Cameo Girl
                
See more

                »";May 3, 1906;Quincy, Illinois, USA;1.6;Actress;The Maltese Falcon;155;1;Taurus
483;https://www.imdb.com/name/nm0942863?ref_=nmls_hd;Teresa Wright;;October 27, 1918;Manhattan, New York City, New York, USA;1.6;Actress;Shadow of a Doubt;86;1;Scorpio
482;https://www.imdb.com/name/nm0206257?ref_=nmls_hd;Rosario Dawson;;May 9, 1979;New York City, New York, USA;1.7;Actress;Rent;117;1146;Taurus
481;https://www.imdb.com/name/nm0000856?ref_=nmls_hd;Ethel Barrymore;Sam;August 15, 1879;Philadelphia, Pennsylvania, USA;1.7;Actress;None But the Lonely Heart;44;1;Leo
480;https://www.imdb.com/name/nm0001451?ref_=nmls_hd;Queen Latifah;Hip-Hop's First Lady;March 18, 1970;Newark, New Jersey, USA;1.7;Actress;Hairspray;100;1;Pisces
479;https://www.imdb.com/name/nm0000879?ref_=nmls_hd;Anne Baxter;Annie;May 7, 1923;Michigan City, Indiana, USA;1.6;Actress;All About Eve;98;1;Taurus
478;https://www.imdb.com/name/nm0002141?ref_=nmls_hd;Celeste Holm;;April 29, 1917;Brooklyn, New York City, New York, USA;1.6;Actress;All About Eve;105;1;Taurus
477;https://www.imdb.com/name/nm0872456?ref_=nmls_hd;Claire Trevor;The Queen of Film Noir;March 8, 1910;New York City, New York, USA;1.6;Actress;Key Largo;87;1;Pisces
476;https://www.imdb.com/name/nm0000301?ref_=nmls_hd;Thora Birch;;March 11, 1982;Los Angeles, California, USA;1.6;Actress;Ghost World;53;1;Pisces
475;https://www.imdb.com/name/nm0000698?ref_=nmls_hd;Gene Wilder;;June 11, 1933;Milwaukee, Wisconsin, USA;1.7;Actor;Willy Wonka & the Chocolate Factory;37;2;Gemini
474;https://www.imdb.com/name/nm0000638?ref_=nmls_hd;William Shatner;"Bill
                
See more

                »";March 22, 1931;Montreal, Quebec, Canada;1.7;Actor;Star Trek V: The Final Frontier;243;1;Aries
473;https://www.imdb.com/name/nm2955013?ref_=nmls_hd;Liam Hemsworth;;January 13, 1990;Melbourne, Victoria, Australia;1.9;Actor;The Hunger Games;31;1;Capricorn
472;https://www.imdb.com/name/nm1347153?ref_=nmls_hd;Tyler Perry;;September 14, 1969;New Orleans, Louisiana, USA;1.9;Actor;Diary of a Mad Black Woman;44;1649;Virgo
470;https://www.imdb.com/name/nm0005562?ref_=nmls_hd;Owen Wilson;O;November 18, 1968;Dallas, Texas, USA;1.7;Actor;The Royal Tenenbaums;76;1;Scorpio
471;https://www.imdb.com/name/nm0000867?ref_=nmls_hd;Jason Bateman;;January 14, 1969;Rye, New York, USA;1.8;Actor;Arrested Development;92;1;Capricorn
469;https://www.imdb.com/name/nm0251986?ref_=nmls_hd;Jesse Eisenberg;;October 5, 1983;New York City, New York, USA;1.7;Actor;The Social Network;47;1;Libra
468;https://www.imdb.com/name/nm0001813?ref_=nmls_hd;Dick Van Dyke;;December 13, 1925;West Plains, Missouri, USA;1.8;Actor;Mary Poppins;78;2;Sagittarius
467;https://www.imdb.com/name/nm0005458?ref_=nmls_hd;Jason Statham;"Jay
                
See more

                »";July 26, 1967;Shirebrook, Derbyshire, England, UK;1.7;Actor;Crank;53;16;Leo
466;https://www.imdb.com/name/nm0781981?ref_=nmls_hd;Jason Segel;;January 18, 1980;Los Angeles, California, USA;1.9;Actor;Forgetting Sarah Marshall;40;727;Capricorn
465;https://www.imdb.com/name/nm0748620?ref_=nmls_hd;Paul Rudd;Fred;April 6, 1969;Passaic, New Jersey, USA;1.7;Actor;Ant-Man;127;1;Aries
464;https://www.imdb.com/name/nm0005351?ref_=nmls_hd;Ryan Reynolds;;October 23, 1976;Vancouver, British Columbia, Canada;1.8;Actor;Deadpool 2;89;1;Scorpio
463;https://www.imdb.com/name/nm0330687?ref_=nmls_hd;Joseph Gordon-Levitt;"Joey
                
See more

                »";February 17, 1981;Los Angeles, California, USA;1.7;Actor;Inception;86;2;Aquarius
462;https://www.imdb.com/name/nm0736622?ref_=nmls_hd;Seth Rogen;;April 15, 1982;Vancouver, British Columbia, Canada;1.8;Actor;This Is the End;96;1;Aries
461;https://www.imdb.com/name/nm0479471?ref_=nmls_hd;Shia LaBeouf;;June 11, 1986;Los Angeles, California, USA;1.7;Actor;Honey Boy;60;1858;Gemini
460;https://www.imdb.com/name/nm0002071?ref_=nmls_hd;Will Ferrell;Wilf;July 16, 1967;Irvine, California, USA;1.9;Actor;Anchorman 2: The Legend Continues;125;2;Cancer
459;https://www.imdb.com/name/nm0302108?ref_=nmls_hd;Zach Galifianakis;;October 1, 1969;Wilkesboro, North Carolina, USA;1.7;Actor;The Hangover;74;2;Libra
458;https://www.imdb.com/name/nm0290556?ref_=nmls_hd;James Franco;"Ted
                
See more

                »";April 19, 1978;Palo Alto, California, USA;1.8;Actor;127 Hours;147;1;Aries
457;https://www.imdb.com/name/nm0262635?ref_=nmls_hd;Chris Evans;Cevans;June 13, 1981;Boston, Massachusetts, USA;1.8;Actor;The Avengers;57;754;Gemini
456;https://www.imdb.com/name/nm0241121?ref_=nmls_hd;Jean Dujardin;Jean de la Lune;June 19, 1972;Rueil-Malmaison, Hauts-de-Seine, France;1.8;Actor;The Artist;57;1;Gemini
454;https://www.imdb.com/name/nm0719637?ref_=nmls_hd;Jeremy Renner;Renni;January 7, 1971;Modesto, California, USA;1.7;Actor;The Hurt Locker;59;2;Capricorn
455;https://www.imdb.com/name/nm0136797?ref_=nmls_hd;Steve Carell;;August 16, 1962;Concord, Massachusetts, USA;1.7;Actor;The Office;78;1;Leo
453;https://www.imdb.com/name/nm0001030?ref_=nmls_hd;John Cazale;;August 12, 1935;Boston, Massachusetts, USA;1.7;Actor;Dog Day Afternoon;8;1;Leo
452;https://www.imdb.com/name/nm1940449?ref_=nmls_hd;Andrew Garfield;Andy;August 20, 1983;Los Angeles, California, USA;1.7;Actor;Hacksaw Ridge;32;1;Leo
451;https://www.imdb.com/name/nm0002011?ref_=nmls_hd;Lee J. Cobb;;December 8, 1911;New York City, New York, USA;1.8;Actor;12 Angry Men;102;2;Sagittarius
450;https://www.imdb.com/name/nm0001375?ref_=nmls_hd;Kim Hunter;;November 12, 1922;Detroit, Michigan, USA;1.6;Actress;A Streetcar Named Desire;139;1;Scorpio
449;https://www.imdb.com/name/nm0002108?ref_=nmls_hd;Gloria Grahame;;November 28, 1923;Los Angeles, California, USA;1.6;Actress;In a Lonely Place;64;1;Sagittarius
448;https://www.imdb.com/name/nm0001693?ref_=nmls_hd;Eva Marie Saint;The Helen Hayes of Television;July 4, 1924;Newark, New Jersey, USA;1.6;Actress;On the Waterfront;82;1;Cancer
447;https://www.imdb.com/name/nm0886888?ref_=nmls_hd;Jo Van Fleet;;December 29, 1915;Oakland, California, USA;1.6;Actress;East of Eden;56;1;Capricorn
446;https://www.imdb.com/name/nm0540416?ref_=nmls_hd;Dorothy Malone;;January 29, 1924;Chicago, Illinois, USA;1.6;Actress;Written on the Wind;113;1;Aquarius
445;https://www.imdb.com/name/nm0880855?ref_=nmls_hd;Miyoshi Umeki;;May 8, 1929;Otaru, Hokkaido, Japan;1.5;Actress;Sayonara;20;1;Taurus
444;https://www.imdb.com/name/nm0384908?ref_=nmls_hd;Wendy Hiller;;August 15, 1912;Bramhall, Cheshire, England, UK;1.7;Actress;Murder on the Orient Express;59;1;Leo
443;https://www.imdb.com/name/nm0001549?ref_=nmls_hd;Rita Moreno;;December 11, 1931;Humacao, Puerto Rico;1.5;Actress;West Side Story;160;1;Sagittarius
442;https://www.imdb.com/name/nm0001157?ref_=nmls_hd;Patty Duke;;December 14, 1946;Queens, New York City, New York, USA;1.5;Actress;Valley of the Dolls;139;1;Sagittarius
441;https://www.imdb.com/name/nm0005017?ref_=nmls_hd;Katie Holmes;;December 18, 1978;Toledo, Ohio, USA;1.7;Actress;Batman Begins;49;515;Sagittarius
440;https://www.imdb.com/name/nm0350454?ref_=nmls_hd;Maggie Gyllenhaal;;November 16, 1977;Lower East Side, Manhattan, New York City, New York, USA;1.7;Actress;Secretary;47;1;Scorpio
439;https://www.imdb.com/name/nm0001859?ref_=nmls_hd;Shelley Winters;The Blonde Bombshell;August 18, 1920;St. Louis, Missouri, USA;1.6;Actress;The Poseidon Adventure;163;2;Leo
438;https://www.imdb.com/name/nm0006800?ref_=nmls_hd;Sandy Dennis;;April 27, 1937;Hastings, Nebraska, USA;1.5;Actress;Who's Afraid of Virginia Woolf?;36;1;Taurus
437;https://www.imdb.com/name/nm0663820?ref_=nmls_hd;Estelle Parsons;;November 20, 1927;Marblehead, Massachusetts, USA;1.6;Actress;Bonnie and Clyde;54;1;Scorpio
436;https://www.imdb.com/name/nm0002106?ref_=nmls_hd;Ruth Gordon;;October 30, 1896;Quincy, Massachusetts, USA;1.5;Actress;Rosemary's Baby;44;1;Scorpio
435;https://www.imdb.com/name/nm0001458?ref_=nmls_hd;Cloris Leachman;;April 30, 1926;Des Moines, Iowa, USA;1.6;Actress;The Last Picture Show;287;1;Taurus
433;https://www.imdb.com/name/nm0335519?ref_=nmls_hd;Lee Grant;;October 31, 1925;New York City, New York, USA;1.6;Actress;In the Heat of the Night;106;1;Scorpio
432;https://www.imdb.com/name/nm0000603?ref_=nmls_hd;Vanessa Redgrave;;January 30, 1937;Blackheath, London, England, UK;1.8;Actress;Atonement;149;1;Aquarius
431;https://www.imdb.com/name/nm0833152?ref_=nmls_hd;Beatrice Straight;;August 2, 1914;Old Westbury, New York, USA;1.7;Actress;Network;62;1;Leo
430;https://www.imdb.com/name/nm0005460?ref_=nmls_hd;Mary Steenburgen;;February 8, 1953;Newport, Arkansas, USA;1.7;Actress;Last Vegas;111;1;Aquarius
429;https://www.imdb.com/name/nm0822972?ref_=nmls_hd;Maureen Stapleton;Mo;June 21, 1925;Troy, New York, USA;1.6;Actress;Reds;82;1;Cancer
428;https://www.imdb.com/name/nm0001373?ref_=nmls_hd;Linda Hunt;;April 2, 1945;Morristown, New Jersey, USA;1.4;Actress;The Year of Living Dangerously;54;1;Aries
427;https://www.imdb.com/name/nm0001919?ref_=nmls_hd;Peggy Ashcroft;;December 22, 1907;Croydon, Surrey, England, UK;1.6;Actress;A Passage to India;38;1;Capricorn
426;https://www.imdb.com/name/nm0001156?ref_=nmls_hd;Olympia Dukakis;;June 20, 1931;Lowell, Massachusetts, USA;1.6;Actress;Moonstruck;123;1;Gemini
425;https://www.imdb.com/name/nm1517976?ref_=nmls_hd;Chris Pine;"Peenè
                
See more

                »";August 26, 1980;Los Angeles, California, USA;1.8;Actor;Star Trek;59;1;Virgo
424;https://www.imdb.com/name/nm0000255?ref_=nmls_hd;Ben Affleck;Ben;August 15, 1972;Berkeley, California, USA;1.9;Actor;Argo;76;2;Leo
423;https://www.imdb.com/name/nm0004874?ref_=nmls_hd;Vin Diesel;;July 18, 1967;Alameda County, California, USA;1.8;Actor;Guardians of the Galaxy;53;738;Cancer
422;https://www.imdb.com/name/nm0147147?ref_=nmls_hd;Henry Cavill;"Most Dashing Duke
                
See more

                »";May 5, 1983;Jersey, Channel Islands;1.8;Actor;Man of Steel;26;313;Taurus
421;https://www.imdb.com/name/nm0185819?ref_=nmls_hd;Daniel Craig;;March 2, 1968;Chester, Cheshire, England, UK;1.7;Actor;Casino Royale;71;1;Pisces
420;https://www.imdb.com/name/nm0705356?ref_=nmls_hd;Daniel Radcliffe;Dan;July 23, 1989;Fulham, London, England, UK;1.6;Actor;Harry Potter and the Deathly Hallows: Part 2;40;1547;Leo
419;https://www.imdb.com/name/nm0001191?ref_=nmls_hd;Adam Sandler;Sandman;September 9, 1966;Brooklyn, New York City, New York, USA;1.7;Actor;The Waterboy;80;1;Virgo
418;https://www.imdb.com/name/nm0425005?ref_=nmls_hd;Dwayne Johnson;"The Great One
                
See more

                »";May 2, 1972;Hayward, California, USA;1.9;Actor;Jumanji: Welcome to the Jungle;102;1664;Taurus
417;https://www.imdb.com/name/nm0413168?ref_=nmls_hd;Hugh Jackman;;October 12, 1968;Sydney, New South Wales, Australia;1.8;Actor;Les Misérables;60;1;Libra
416;https://www.imdb.com/name/nm1475594?ref_=nmls_hd;Channing Tatum;Chan;April 26, 1980;Cullman, Alabama, USA;1.8;Actor;21 Jump Street;59;2357;Taurus
415;https://www.imdb.com/name/nm0000206?ref_=nmls_hd;Keanu Reeves;"The Wall
                
See more

                »";September 2, 1964;Beirut, Lebanon;1.8;Actor;The Matrix;106;1331;Virgo
414;https://www.imdb.com/name/nm0771584?ref_=nmls_hd;Joseph Schildkraut;Pepi;March 22, 1896;Vienna, Austria-Hungary [now Austria];1.7;Actor;The Shop Around the Corner;87;1;Aries
413;https://www.imdb.com/name/nm0000974?ref_=nmls_hd;Walter Brennan;;July 25, 1894;Lynn, Massachusetts, USA;1.8;Actor;Red River;244;3;Leo
412;https://www.imdb.com/name/nm0593775?ref_=nmls_hd;Thomas Mitchell;Tommy;July 11, 1892;Elizabeth, New Jersey, USA;1.7;Actor;Stagecoach;112;1;Cancer
411;https://www.imdb.com/name/nm0187981?ref_=nmls_hd;Donald Crisp;;July 27, 1882;Bow, London, England, UK;1.7;Actor;How Green Was My Valley;167;1;Leo
410;https://www.imdb.com/name/nm0001336?ref_=nmls_hd;Van Heflin;;December 13, 1908;Walters, Oklahoma, USA;1.8;Actor;Shane;68;1;Sagittarius
409;https://www.imdb.com/name/nm0002013?ref_=nmls_hd;Charles Coburn;The Monocle from Georgia;June 19, 1877;Savannah, Georgia, USA;1.8;Actor;The More the Merrier;97;1;Gemini
408;https://www.imdb.com/name/nm0280178?ref_=nmls_hd;Barry Fitzgerald;;March 10, 1888;Dublin, Ireland;1.6;Actor;The Quiet Man;51;1;Pisces
407;https://www.imdb.com/name/nm0000424?ref_=nmls_hd;Hugh Grant;Hacked Off Hugh;September 9, 1960;Hammersmith, London, England, UK;1.8;Actor;Love Actually;70;1;Virgo
405;https://www.imdb.com/name/nm0350324?ref_=nmls_hd;Edmund Gwenn;Teddy;September 26, 1877;Wandsworth, London, England, UK;1.6;Actor;Miracle on 34th Street;94;1;Libra
404;https://www.imdb.com/name/nm0404158?ref_=nmls_hd;Walter Huston;;April 5, 1883;Toronto, Ontario, Canada;1.8;Actor;The Treasure of the Sierra Madre;56;1;Aries
403;https://www.imdb.com/name/nm0415591?ref_=nmls_hd;Dean Jagger;;November 7, 1903;Columbus Grove, Ohio, USA;1.8;Actor;White Christmas;132;1;Scorpio
402;https://www.imdb.com/name/nm0001695?ref_=nmls_hd;George Sanders;;July 3, 1906;St. Petersburg, Russian Empire [now Russia];1.9;Actor;All About Eve;138;1;Cancer
401;https://www.imdb.com/name/nm0000606?ref_=nmls_hd;Jean Reno;;July 30, 1948;Casablanca, French Protectorate of Morocco [now Morocco];1.8;Actor;Léon;108;24;Leo
399;https://www.imdb.com/name/nm0001689?ref_=nmls_hd;Mercedes Ruehl;;February 28, 1948;Queens, New York City, New York, USA;1.7;Actress;The Fisher King;68;1;Pisces
398;https://www.imdb.com/name/nm0000673?ref_=nmls_hd;Marisa Tomei;;December 4, 1964;Brooklyn, New York City, New York, USA;1.6;Actress;My Cousin Vinny;88;1;Sagittarius
